dept_no,emp_no,first_name,last_name,title,birth_date,gender,from_date,to_date,salary
d009,68168,Marl,Thiria,Senior Staff,1965-01-14,F,1992-03-17,1996-12-31,46332
d009,68168,Marl,Thiria,Staff,1965-01-14,F,1987-03-18,1992-03-17,46332
d004,68608,Yucai,Seghrouchni,Engineer,1965-01-26,M,1989-06-09,1994-06-09,47652
d004,68608,Yucai,Seghrouchni,Senior Engineer,1965-01-26,M,1994-06-09,9999-01-01,47652
d004,68633,Chinhyun,Rassart,Senior Engineer,1965-01-28,F,1993-07-29,9999-01-01,60777
d007,69052,Shietung,Shrader,Senior Staff,1965-01-26,M,1995-08-05,9999-01-01,42091
d001,69219,Shuky,Redmiles,Senior Staff,1965-01-09,F,1994-07-06,9999-01-01,75769
d007,69219,Shuky,Redmiles,Senior Staff,1965-01-09,F,1994-07-06,9999-01-01,75769
d004,69936,Lalit,Unni,Assistant Engineer,1965-01-23,F,1998-12-06,9999-01-01,50124
d005,69936,Lalit,Unni,Assistant Engineer,1965-01-23,F,1998-12-06,9999-01-01,50124
d004,70990,Arumugam,Nitta,Senior Engineer,1965-01-22,F,1990-03-23,9999-01-01,56701
d007,71188,Pranjal,Schapiro,Senior Staff,1965-01-02,M,1993-12-14,9999-01-01,64557
d007,71188,Pranjal,Schapiro,Staff,1965-01-02,M,1986-12-14,1993-12-14,64557
d004,71243,Kinh,Buchter,Engineer,1965-01-10,F,1986-03-29,1993-03-29,51345
d004,71243,Kinh,Buchter,Senior Engineer,1965-01-10,F,1993-03-29,9999-01-01,51345
d005,71334,Cathie,Peck,Engineer,1965-01-15,M,1993-04-12,1998-04-12,40000
d008,71334,Cathie,Peck,Engineer,1965-01-15,M,1993-04-12,1998-04-12,40000
d005,71334,Cathie,Peck,Senior Engineer,1965-01-15,M,1998-04-12,9999-01-01,40000
d008,71334,Cathie,Peck,Senior Engineer,1965-01-15,M,1998-04-12,9999-01-01,40000
d004,71685,Kristinn,Olano,Senior Engineer,1965-01-01,F,1989-10-03,9999-01-01,40000
d005,72190,Sajjad,Waeselynck,Engineer,1965-01-19,F,1999-09-13,9999-01-01,43105
d007,72918,Takahira,Szilard,Senior Staff,1965-01-22,M,1993-01-15,9999-01-01,73810
d007,72918,Takahira,Szilard,Staff,1965-01-22,M,1988-01-16,1993-01-15,73810
d004,73233,Shigeo,Merey,Senior Engineer,1965-01-15,F,1985-07-30,9999-01-01,43651
d005,73794,Aiichiro,Castellani,Engineer,1965-01-26,M,1985-08-26,1987-08-19,41110
d005,73903,Bartek,Cappello,Engineer,1965-01-29,M,1988-07-28,1993-01-02,40000
d006,74237,Jaihie,Vilarrasa,Assistant Engineer,1965-01-29,M,1992-03-03,2001-03-03,48639
d006,74237,Jaihie,Vilarrasa,Engineer,1965-01-29,M,2001-03-03,2001-06-20,48639
d001,74598,Kolar,Garigliano,Senior Staff,1965-01-07,M,1992-05-10,1999-03-07,57664
d007,74668,Masako,Bonifati,Senior Staff,1965-01-01,F,1987-04-09,9999-01-01,56031
d005,75113,Zissis,Birch,Engineer,1965-01-22,M,1994-08-19,1999-08-19,40000
d005,75113,Zissis,Birch,Senior Engineer,1965-01-22,M,1999-08-19,2000-07-15,40000
d005,75354,Shuky,Jakobus,Engineer,1965-01-11,M,1986-06-16,1993-06-16,40000
d005,75354,Shuky,Jakobus,Senior Engineer,1965-01-11,M,1993-06-16,9999-01-01,40000
d004,76178,Chiradeep,Meriste,Senior Engineer,1965-01-19,M,1988-05-23,1997-06-25,62261
d004,76189,Kolar,Hinsberger,Engineer,1965-01-02,F,1986-10-20,1994-10-20,47490
d004,76189,Kolar,Hinsberger,Senior Engineer,1965-01-02,F,1994-10-20,9999-01-01,47490
d004,76598,Keung,Ferriere,Engineer,1965-01-24,M,1991-05-13,1995-10-08,69066
d005,77030,Faiza,Garnham,Technique Leader,1965-01-02,F,1986-03-02,9999-01-01,47503
d009,77303,Xinglin,Birge,Senior Staff,1965-01-18,F,2001-03-05,9999-01-01,48808
d009,77303,Xinglin,Birge,Staff,1965-01-18,F,1992-03-05,2001-03-05,48808
d008,78086,Fabrizio,Anick,Staff,1965-01-20,M,1997-12-16,1998-05-02,49364
d001,78106,Ashish,Ratnaker,Senior Staff,1965-01-09,M,1986-11-10,9999-01-01,73059
d007,78106,Ashish,Ratnaker,Senior Staff,1965-01-09,M,1986-11-10,9999-01-01,73059
d005,78871,Conor,Ghandeharizadeh,Senior Engineer,1965-01-15,M,1985-05-25,9999-01-01,63067
d004,79043,Katsuo,Hockney,Technique Leader,1965-01-24,M,1999-11-07,9999-01-01,62200
d006,79239,Denny,Griswold,Senior Engineer,1965-01-07,F,1989-05-18,2001-11-19,40000
d001,79310,Jeong,Cunliffe,Senior Staff,1965-01-24,F,1996-10-27,9999-01-01,43707
d005,79606,Arnd,Peir,Senior Engineer,1965-01-03,F,1986-12-11,9999-01-01,50381
d001,79763,Sanjoy,Barreiro,Senior Staff,1965-01-20,M,1996-04-09,9999-01-01,80428
d001,79763,Sanjoy,Barreiro,Staff,1965-01-20,M,1988-04-09,1996-04-09,80428
d007,79895,Fei,Murtagh,Senior Staff,1965-01-30,M,1986-01-19,9999-01-01,51534
d009,80067,Kazuhisa,Weiland,Senior Staff,1965-01-19,M,1991-11-09,9999-01-01,40000
d009,80067,Kazuhisa,Weiland,Staff,1965-01-19,M,1985-11-09,1991-11-09,40000
d007,80731,Shaowen,Eldridge,Senior Staff,1965-01-25,M,1994-12-05,9999-01-01,54475
d007,80731,Shaowen,Eldridge,Staff,1965-01-25,M,1987-12-05,1994-12-05,54475
d005,80889,Shigeo,Linnainmaa,Senior Engineer,1965-01-07,F,1985-07-30,9999-01-01,60339
d005,81105,Jaewon,Boissier,Engineer,1965-01-14,M,1992-05-24,1998-05-24,51686
d005,81105,Jaewon,Boissier,Senior Engineer,1965-01-14,M,1998-05-24,9999-01-01,51686
d005,81619,Gen,Aloisi,Engineer,1965-01-12,M,1985-03-12,1993-03-12,52936
d005,81619,Gen,Aloisi,Senior Engineer,1965-01-12,M,1993-03-12,2002-07-25,52936
d005,81995,Sreekrishna,Brender,Engineer,1965-01-10,M,1990-03-22,1996-03-21,41280
d005,81995,Sreekrishna,Brender,Senior Engineer,1965-01-10,M,1996-03-21,9999-01-01,41280
d005,82919,Shigeu,Claffy,Engineer,1965-01-05,M,1998-02-03,9999-01-01,40000
d006,82919,Shigeu,Claffy,Engineer,1965-01-05,M,1998-02-03,9999-01-01,40000
d007,83544,Leaf,Baak,Senior Staff,1965-01-18,M,2001-09-05,9999-01-01,64345
d007,83544,Leaf,Baak,Staff,1965-01-18,M,1994-09-05,2001-09-05,64345
d005,83805,Manohar,Harllee,Senior Engineer,1965-01-23,F,1987-03-11,9999-01-01,81354
d004,83922,Shunichi,Solovay,Engineer,1965-01-10,F,1986-06-07,1995-06-07,43228
d004,83922,Shunichi,Solovay,Senior Engineer,1965-01-10,F,1995-06-07,1998-11-18,43228
d007,84236,Eberhardt,Barriga,Senior Staff,1965-01-18,F,1993-06-03,9999-01-01,79481
d007,84236,Eberhardt,Barriga,Staff,1965-01-18,F,1987-06-04,1993-06-03,79481
d005,84451,Shiv,Aumann,Senior Engineer,1965-01-20,M,1998-06-14,9999-01-01,52930
d002,84494,Janalee,Loncour,Staff,1965-01-02,F,1986-04-12,1987-09-04,46378
d005,84922,Parke,Unno,Engineer,1965-01-22,F,1996-07-01,9999-01-01,40000
d006,84942,Shin,Fujisaki,Technique Leader,1965-01-15,F,1988-02-23,9999-01-01,40000
d006,85702,Udi,Merks,Engineer,1965-01-04,M,1997-08-15,9999-01-01,46279
d009,85874,Pasqua,Taubman,Senior Staff,1965-01-30,F,1986-06-23,9999-01-01,45034
d001,86213,Kristine,Clemencon,Senior Staff,1965-01-28,M,1996-04-21,9999-01-01,58095
d007,86213,Kristine,Clemencon,Senior Staff,1965-01-28,M,1996-04-21,9999-01-01,58095
d001,86213,Kristine,Clemencon,Staff,1965-01-28,M,1990-04-22,1996-04-21,58095
d007,86213,Kristine,Clemencon,Staff,1965-01-28,M,1990-04-22,1996-04-21,58095
d004,86324,Maia,Berstel,Engineer,1965-01-14,F,1988-07-17,1993-07-17,40000
d006,86324,Maia,Berstel,Engineer,1965-01-14,F,1988-07-17,1993-07-17,40000
d004,86324,Maia,Berstel,Senior Engineer,1965-01-14,F,1993-07-17,2002-01-13,40000
d006,86324,Maia,Berstel,Senior Engineer,1965-01-14,F,1993-07-17,2002-01-13,40000
d001,86422,Jaewon,Thummel,Senior Staff,1965-02-01,F,1992-09-14,9999-01-01,40000
d001,86422,Jaewon,Thummel,Staff,1965-02-01,F,1985-09-14,1992-09-14,40000
d004,86546,Oldrich,Woycyznski,Engineer,1965-01-09,F,1985-05-15,1990-05-15,40000
d004,86546,Oldrich,Woycyznski,Senior Engineer,1965-01-09,F,1990-05-15,9999-01-01,40000
d008,86672,JoAnne,Anido,Staff,1965-01-15,F,1995-09-15,9999-01-01,40000
d008,87729,Yongmin,Roccetti,Senior Staff,1965-01-24,M,1991-12-10,9999-01-01,40000
d008,87729,Yongmin,Roccetti,Staff,1965-01-24,M,1986-12-10,1991-12-10,40000
d005,87783,Conor,Thorensen,Senior Engineer,1965-01-26,M,1988-02-24,9999-01-01,61557
d005,88411,Lena,Cannane,Engineer,1965-01-31,F,2000-01-28,9999-01-01,40000
d004,88422,Jungsoon,Birsak,Technique Leader,1965-01-28,M,1985-04-03,9999-01-01,67886
d005,89048,Otmar,Birjandi,Engineer,1965-01-24,F,1985-03-23,1992-03-23,60750
d005,89048,Otmar,Birjandi,Senior Engineer,1965-01-24,F,1992-03-23,9999-01-01,60750
d004,89680,Aiman,Mawatari,Engineer,1965-01-27,F,1988-05-01,1997-05-01,40000
d004,89680,Aiman,Mawatari,Senior Engineer,1965-01-27,F,1997-05-01,9999-01-01,40000
d004,89922,Alexius,Ibel,Engineer,1965-01-26,M,1988-04-24,1993-04-24,62911
d004,89922,Alexius,Ibel,Senior Engineer,1965-01-26,M,1993-04-24,9999-01-01,62911
d005,90077,Vivian,Guerreiro,Assistant Engineer,1965-01-24,M,1991-07-08,1998-07-08,45948
d005,90077,Vivian,Guerreiro,Engineer,1965-01-24,M,1998-07-08,9999-01-01,45948
d005,90116,Brigham,Luiz,Assistant Engineer,1965-01-11,F,1990-04-10,1995-06-10,69213
d009,90518,Fumiko,Chepyzhov,Senior Staff,1965-01-24,M,1997-01-27,9999-01-01,42375
d009,90518,Fumiko,Chepyzhov,Staff,1965-01-24,M,1988-01-28,1997-01-27,42375
d004,90614,Yonghoan,Trogemann,Assistant Engineer,1965-01-29,M,1988-09-23,1997-09-23,44589
d004,90614,Yonghoan,Trogemann,Engineer,1965-01-29,M,1997-09-23,9999-01-01,44589
d001,90692,Rajmohan,DasSarma,Senior Staff,1965-01-03,M,1990-09-14,9999-01-01,40000
d001,90692,Rajmohan,DasSarma,Staff,1965-01-03,M,1985-09-14,1990-09-14,40000
d009,91172,Kazuhisa,Melter,Senior Staff,1965-01-19,M,1993-07-15,9999-01-01,40000
d009,91172,Kazuhisa,Melter,Staff,1965-01-19,M,1987-07-16,1993-07-15,40000
d005,91182,Lucien,Schwartzburd,Engineer,1965-01-04,F,1988-08-25,1994-08-25,44702
d005,91182,Lucien,Schwartzburd,Senior Engineer,1965-01-04,F,1994-08-25,9999-01-01,44702
d004,91229,Yahiko,Hebden,Engineer,1965-01-01,M,1996-10-03,2001-10-03,40000
d004,91229,Yahiko,Hebden,Senior Engineer,1965-01-01,M,2001-10-03,9999-01-01,40000
d005,91308,Remmert,Plumb,Engineer,1965-01-23,F,1986-06-14,1993-06-14,51770
d005,91308,Remmert,Plumb,Senior Engineer,1965-01-23,F,1993-06-14,1995-12-08,51770
d007,91415,Jamaludin,Nilsson,Senior Staff,1965-01-04,M,1994-01-15,9999-01-01,50426
d007,91415,Jamaludin,Nilsson,Staff,1965-01-04,M,1987-01-15,1994-01-15,50426
d001,91648,Dmitry,Msuda,Senior Staff,1965-01-29,F,1997-10-22,9999-01-01,84094
d001,91648,Dmitry,Msuda,Staff,1965-01-29,F,1988-10-22,1997-10-22,84094
d005,91973,Jianwen,Jakobus,Senior Engineer,1965-01-25,M,1998-08-24,2001-02-12,50475
d004,92438,Aria,Kilgore,Engineer,1965-01-04,M,1989-02-27,1996-02-28,54543
d009,92438,Aria,Kilgore,Engineer,1965-01-04,M,1989-02-27,1996-02-28,54543
d004,92438,Aria,Kilgore,Senior Engineer,1965-01-04,M,1996-02-28,9999-01-01,54543
d009,92438,Aria,Kilgore,Senior Engineer,1965-01-04,M,1996-02-28,9999-01-01,54543
d006,92454,Visit,McFarlan,Engineer,1965-01-24,M,1987-10-22,1996-10-21,40000
d006,92454,Visit,McFarlan,Senior Engineer,1965-01-24,M,1996-10-21,9999-01-01,40000
d001,92846,Anyuan,Kropatsch,Senior Staff,1965-01-11,M,1993-09-05,9999-01-01,44033
d001,92846,Anyuan,Kropatsch,Staff,1965-01-11,M,1986-09-05,1993-09-05,44033
d005,92920,Huei,Hutter,Engineer,1965-01-20,M,1993-01-28,2000-01-29,40000
d005,92920,Huei,Hutter,Senior Engineer,1965-01-20,M,2000-01-29,9999-01-01,40000
d006,93220,Richara,Walston,Senior Engineer,1965-01-11,M,1996-08-27,9999-01-01,47553
d004,93278,Magdalena,Penn,Engineer,1965-02-01,F,1997-01-04,2002-01-04,49314
d004,93278,Magdalena,Penn,Senior Engineer,1965-02-01,F,2002-01-04,9999-01-01,49314
d002,93549,Arie,Coullard,Senior Staff,1965-02-01,F,1998-04-15,9999-01-01,81468
d007,93549,Arie,Coullard,Senior Staff,1965-02-01,F,1998-04-15,9999-01-01,81468
d002,93549,Arie,Coullard,Staff,1965-02-01,F,1991-04-15,1998-04-15,81468
d007,93549,Arie,Coullard,Staff,1965-02-01,F,1991-04-15,1998-04-15,81468
d004,93600,Kristina,Neimat,Technique Leader,1965-01-13,M,1988-04-18,9999-01-01,40000
d005,94761,Hitofumi,Zaccaria,Engineer,1965-01-27,M,1988-11-22,1997-11-22,48772
d005,94761,Hitofumi,Zaccaria,Senior Engineer,1965-01-27,M,1997-11-22,9999-01-01,48772
d005,94944,Heping,Matheson,Engineer,1965-01-13,M,1988-06-24,1997-06-24,57985
d005,94944,Heping,Matheson,Senior Engineer,1965-01-13,M,1997-06-24,9999-01-01,57985
d005,95286,Kristin,Guerreiro,Engineer,1965-01-18,F,1989-08-23,1997-08-23,40000
d005,95286,Kristin,Guerreiro,Senior Engineer,1965-01-18,F,1997-08-23,9999-01-01,40000
d004,95692,Abdulah,Hofstetter,Engineer,1965-01-20,M,1999-11-24,2000-07-24,40000
d006,95692,Abdulah,Hofstetter,Engineer,1965-01-20,M,1999-11-24,2000-07-24,40000
d004,96100,Pranay,Rebaine,Senior Engineer,1965-01-11,M,1998-02-01,2000-12-31,49351
d004,96767,Arumugam,Vecchio,Engineer,1965-01-07,F,1985-08-14,1992-08-14,68591
d004,96767,Arumugam,Vecchio,Senior Engineer,1965-01-07,F,1992-08-14,9999-01-01,68591
d004,98306,Ziya,Kadhim,Senior Engineer,1965-01-16,M,1995-11-02,9999-01-01,58503
d005,98306,Ziya,Kadhim,Senior Engineer,1965-01-16,M,1995-11-02,9999-01-01,58503
d009,99057,Shugo,Reeken,Staff,1965-01-30,M,1999-06-21,9999-01-01,40000
d009,99373,Xiaobin,Christianini,Senior Staff,1965-01-13,M,1991-12-25,9999-01-01,40000
d009,99373,Xiaobin,Christianini,Staff,1965-01-13,M,1985-12-25,1991-12-25,40000
d008,99654,Mahendra,Motley,Senior Staff,1965-01-30,F,1992-09-28,9999-01-01,58667
d008,99654,Mahendra,Motley,Staff,1965-01-30,F,1985-09-28,1992-09-28,58667
d007,101902,Mantis,Millington,Senior Staff,1965-01-14,M,1997-03-17,9999-01-01,58037
d007,101902,Mantis,Millington,Staff,1965-01-14,M,1991-03-18,1997-03-17,58037
d005,103172,Doowon,Highland,Engineer,1965-01-05,M,1988-03-08,1995-03-09,40000
d008,103172,Doowon,Highland,Engineer,1965-01-05,M,1988-03-08,1995-03-09,40000
d005,103172,Doowon,Highland,Senior Engineer,1965-01-05,M,1995-03-09,1995-11-23,40000
d008,103172,Doowon,Highland,Senior Engineer,1965-01-05,M,1995-03-09,1995-11-23,40000
d003,103196,Djenana,Albarhamtoshy,Senior Staff,1965-01-16,M,1993-07-16,9999-01-01,40000
d003,103196,Djenana,Albarhamtoshy,Staff,1965-01-16,M,1988-07-16,1993-07-16,40000
d005,103316,Susanne,Peternell,Engineer,1965-01-03,M,1994-07-27,1999-07-27,45189
d005,103316,Susanne,Peternell,Senior Engineer,1965-01-03,M,1999-07-27,9999-01-01,45189
d004,104962,Zongyan,Auyong,Engineer,1965-01-04,F,1987-11-02,1991-12-22,81539
d004,105191,Jaber,Kleiser,Engineer,1965-01-01,M,1986-12-13,1987-09-22,62196
d005,105356,Diederik,Matzov,Engineer,1965-01-29,M,1988-05-12,1996-05-12,43737
d008,105356,Diederik,Matzov,Engineer,1965-01-29,M,1988-05-12,1996-05-12,43737
d005,105356,Diederik,Matzov,Senior Engineer,1965-01-29,M,1996-05-12,9999-01-01,43737
d008,105356,Diederik,Matzov,Senior Engineer,1965-01-29,M,1996-05-12,9999-01-01,43737
d007,105520,Haldun,Lienhardt,Senior Staff,1965-01-01,M,1987-01-29,9999-01-01,71995
d003,106242,Nevio,Thisen,Senior Staff,1965-02-01,M,1994-03-25,9999-01-01,40000
d003,106242,Nevio,Thisen,Staff,1965-02-01,M,1988-03-25,1994-03-25,40000
d005,106514,Otilia,Speek,Senior Engineer,1965-01-04,M,1988-07-30,1992-11-07,52638
d005,106695,Lijie,Garrabrants,Senior Staff,1965-01-31,F,1990-10-02,9999-01-01,52364
d008,106695,Lijie,Garrabrants,Senior Staff,1965-01-31,F,1990-10-02,9999-01-01,52364
d005,106695,Lijie,Garrabrants,Staff,1965-01-31,F,1985-10-02,1990-10-02,52364
d008,106695,Lijie,Garrabrants,Staff,1965-01-31,F,1985-10-02,1990-10-02,52364
d001,106710,Babette,Anandan,Senior Staff,1965-01-31,M,1993-11-22,9999-01-01,60537
d001,106710,Babette,Anandan,Staff,1965-01-31,M,1986-11-22,1993-11-22,60537
d004,106958,Horward,Begiun,Engineer,1965-01-24,F,1985-11-06,1992-11-06,62767
d004,106958,Horward,Begiun,Senior Engineer,1965-01-24,F,1992-11-06,2002-05-22,62767
d005,107486,Siamak,Luiz,Senior Engineer,1965-01-23,F,1987-02-11,9999-01-01,40000
d005,107737,Fabrizio,Chleq,Senior Engineer,1965-01-23,M,1999-07-31,9999-01-01,70367
d001,107792,Shahab,Crooks,Senior Staff,1965-01-13,M,2001-03-18,9999-01-01,80432
d001,107792,Shahab,Crooks,Staff,1965-01-13,M,1992-03-18,2001-03-18,80432
d009,108091,Hisao,Ghemri,Senior Staff,1965-01-09,M,1990-11-14,9999-01-01,56381
d009,108091,Hisao,Ghemri,Staff,1965-01-09,M,1985-11-14,1990-11-14,56381
d008,108198,Randi,Samarati,Senior Staff,1965-01-24,F,1999-10-21,9999-01-01,42904
d008,108198,Randi,Samarati,Staff,1965-01-24,F,1992-10-20,1999-10-21,42904
d005,109062,Jamaludin,Kandlur,Senior Engineer,1965-02-01,M,1992-06-19,9999-01-01,45396
d005,109211,Gor,Delgrande,Engineer,1965-01-11,M,1995-11-07,2001-11-06,40000
d008,109211,Gor,Delgrande,Engineer,1965-01-11,M,1995-11-07,2001-11-06,40000
d005,109211,Gor,Delgrande,Senior Engineer,1965-01-11,M,2001-11-06,9999-01-01,40000
d008,109211,Gor,Delgrande,Senior Engineer,1965-01-11,M,2001-11-06,9999-01-01,40000
d002,109278,Bangqing,Schach,Senior Staff,1965-01-21,M,1996-03-22,9999-01-01,57911
d002,109278,Bangqing,Schach,Staff,1965-01-21,M,1988-03-22,1996-03-22,57911
d009,109547,Chenye,Zizka,Senior Staff,1965-01-04,M,1994-02-22,2002-04-21,40000
d009,109547,Chenye,Zizka,Staff,1965-01-04,M,1986-02-22,1994-02-22,40000
d002,109553,Xiaobin,DuBourdieux,Staff,1965-01-19,M,1985-09-16,1988-05-11,69019
d002,109598,Stamatina,Auyong,Senior Staff,1965-02-01,M,1988-07-05,9999-01-01,59483
d003,109652,Huan,Perko,Senior Staff,1965-01-25,M,1993-07-31,1999-03-12,60319
d003,109652,Huan,Perko,Staff,1965-01-25,M,1988-07-31,1993-07-31,60319
d007,109953,Godehard,Chorvat,Senior Staff,1965-01-26,F,1996-04-10,9999-01-01,56632
d007,109953,Godehard,Chorvat,Staff,1965-01-26,F,1988-04-10,1996-04-10,56632
d007,200176,Shahab,Luit,Senior Staff,1965-01-31,F,1994-11-20,1997-02-05,90882
d007,200176,Shahab,Luit,Staff,1965-01-31,F,1985-11-20,1994-11-20,90882
d004,200312,Akemi,Fujisaki,Senior Engineer,1965-01-27,F,1998-06-25,9999-01-01,40000
d006,200312,Akemi,Fujisaki,Senior Engineer,1965-01-27,F,1998-06-25,9999-01-01,40000
d005,200363,Kirk,Quaggetto,Engineer,1965-01-10,F,1987-06-30,1995-06-30,54013
d005,200363,Kirk,Quaggetto,Senior Engineer,1965-01-10,F,1995-06-30,9999-01-01,54013
d003,201229,Alejandra,Khasidashvili,Staff,1965-01-03,M,1994-07-30,9999-01-01,49086
d002,201709,Fan,Kakkad,Senior Staff,1965-01-01,M,1993-02-24,9999-01-01,78121
d002,201709,Fan,Kakkad,Staff,1965-01-01,M,1988-02-25,1993-02-24,78121
d005,201801,Waiman,Genin,Engineer,1965-01-12,M,1988-10-30,1995-10-30,50795
d005,201801,Waiman,Genin,Senior Engineer,1965-01-12,M,1995-10-30,9999-01-01,50795
d005,202031,Annemarie,Peternell,Engineer,1965-01-23,F,1994-03-13,1997-06-05,46606
d009,202414,Zvonko,Murthy,Senior Staff,1965-01-13,F,1992-01-07,9999-01-01,50945
d003,202581,Dharmaraja,Merlo,Staff,1965-01-19,F,1987-06-05,1990-12-16,66361
d005,202826,Kerhong,Matzke,Engineer,1965-01-19,M,1986-11-14,1993-11-14,40000
d005,202826,Kerhong,Matzke,Senior Engineer,1965-01-19,M,1993-11-14,9999-01-01,40000
d003,202950,Giordano,Pietrzykowski,Senior Staff,1965-01-17,F,1987-03-26,9999-01-01,40000
d005,203495,Zongyan,Gips,Technique Leader,1965-01-02,M,1997-05-31,9999-01-01,40000
d005,203599,Ewing,DiGiano,Technique Leader,1965-01-21,M,2000-02-01,9999-01-01,41382
d007,203720,Sasan,Thimonier,Senior Staff,1965-01-30,M,1996-08-21,9999-01-01,72078
d008,204246,Arve,Worfolk,Senior Staff,1965-01-09,M,1990-04-01,9999-01-01,40000
d008,204246,Arve,Worfolk,Staff,1965-01-09,M,1985-04-01,1990-04-01,40000
d005,204425,Gretta,Huttel,Senior Engineer,1965-01-03,F,1990-10-08,9999-01-01,40000
d005,204471,Franziska,Maginnis,Engineer,1965-01-27,F,1986-02-17,1992-02-17,40000
d005,204471,Franziska,Maginnis,Senior Engineer,1965-01-27,F,1992-02-17,9999-01-01,40000
d005,205085,Moni,Kornyak,Technique Leader,1965-01-23,M,1991-09-26,9999-01-01,43219
d001,205174,Leszek,Spinelli,Staff,1965-01-05,M,1998-12-10,9999-01-01,55525
d007,206748,Yucai,Fabrizio,Staff,1965-01-07,F,1999-10-06,9999-01-01,62756
d008,206836,Guadalupe,Pfau,Senior Staff,1965-01-12,M,2001-03-22,9999-01-01,48691
d008,206836,Guadalupe,Pfau,Staff,1965-01-12,M,1993-03-22,2001-03-22,48691
d004,206865,Vasilii,Cochrane,Engineer,1965-01-28,M,1991-09-13,1996-09-12,48138
d004,206865,Vasilii,Cochrane,Senior Engineer,1965-01-28,M,1996-09-12,2001-04-23,48138
d005,206966,Tzu,Sichman,Engineer,1965-01-21,M,1987-11-17,1992-11-16,61861
d005,206966,Tzu,Sichman,Senior Engineer,1965-01-21,M,1992-11-16,9999-01-01,61861
d004,207021,Jacqueline,Akaboshi,Engineer,1965-01-20,M,1997-12-06,9999-01-01,46523
d008,207401,Shuji,Barbanera,Senior Staff,1965-01-04,M,1993-08-09,9999-01-01,47070
d008,207401,Shuji,Barbanera,Staff,1965-01-04,M,1987-08-10,1993-08-09,47070
d005,208147,Manu,Rothenberg,Engineer,1965-01-09,M,1988-12-06,1995-12-07,57788
d005,208147,Manu,Rothenberg,Senior Engineer,1965-01-09,M,1995-12-07,9999-01-01,57788
d007,208330,Shen,Flanders,Senior Staff,1965-01-11,F,1997-07-03,9999-01-01,80127
d007,208330,Shen,Flanders,Staff,1965-01-11,F,1989-07-03,1997-07-03,80127
d004,208784,Pranjal,Juneja,Senior Engineer,1965-01-30,F,1985-03-21,9999-01-01,40000
d003,209443,Krassimir,Garnier,Senior Staff,1965-01-19,M,1998-01-26,9999-01-01,54723
d001,209681,Tianruo,Bratten,Senior Staff,1965-01-20,F,1996-07-28,1998-04-03,40000
d003,209681,Tianruo,Bratten,Senior Staff,1965-01-20,F,1996-07-28,1998-04-03,40000
d005,209712,Nimmagadda,Baak,Assistant Engineer,1965-01-17,F,1987-10-30,1995-10-30,65975
d005,209712,Nimmagadda,Baak,Engineer,1965-01-17,F,1995-10-30,9999-01-01,65975
d005,209945,Roded,Veevers,Engineer,1965-01-27,M,1990-10-23,1996-01-08,82313
d001,210752,Saniya,Stenning,Senior Staff,1965-01-25,F,1991-12-10,9999-01-01,47970
d001,210752,Saniya,Stenning,Staff,1965-01-25,F,1986-12-10,1991-12-10,47970
d002,211569,Zhonghua,Snyers,Senior Staff,1965-02-01,F,1994-10-08,1999-07-18,40000
d003,211569,Zhonghua,Snyers,Senior Staff,1965-02-01,F,1994-10-08,1999-07-18,40000
d002,211569,Zhonghua,Snyers,Staff,1965-02-01,F,1988-10-08,1994-10-08,40000
d003,211569,Zhonghua,Snyers,Staff,1965-02-01,F,1988-10-08,1994-10-08,40000
d004,211858,Domenico,Ratnaker,Engineer,1965-01-08,F,1985-03-24,1993-03-24,43498
d004,211858,Domenico,Ratnaker,Senior Engineer,1965-01-08,F,1993-03-24,9999-01-01,43498
d009,212154,Sailaja,Holburn,Senior Staff,1965-01-17,M,1997-03-03,9999-01-01,41645
d009,212154,Sailaja,Holburn,Staff,1965-01-17,M,1991-03-04,1997-03-03,41645
d005,213384,Pranas,Narwekar,Engineer,1965-01-04,F,1985-09-26,1993-09-26,41608
d005,213384,Pranas,Narwekar,Senior Engineer,1965-01-04,F,1993-09-26,9999-01-01,41608
d005,214184,Sivanarayana,Ranka,Engineer,1965-01-11,M,1999-10-25,2001-05-03,47630
d007,214215,Xiaoqiang,Cardazo,Senior Staff,1965-01-25,M,1993-05-28,9999-01-01,90603
d004,214427,Peer,Molberg,Engineer,1965-01-29,F,1996-11-17,9999-01-01,62160
d004,214789,Arfst,Chepyzhov,Engineer,1965-01-28,F,1989-02-06,1997-02-06,40000
d004,214789,Arfst,Chepyzhov,Senior Engineer,1965-01-28,F,1997-02-06,9999-01-01,40000
d005,214866,Gopalakrishnan,Angel,Engineer,1965-02-01,F,1997-07-05,2002-07-05,40000
d005,214866,Gopalakrishnan,Angel,Senior Engineer,1965-02-01,F,2002-07-05,9999-01-01,40000
d004,214995,Dinkar,Hoppenstand,Engineer,1965-01-12,M,1994-05-04,9999-01-01,40000
d009,215629,Munehiro,Manders,Senior Staff,1965-01-15,M,1995-05-18,9999-01-01,40000
d009,215629,Munehiro,Manders,Staff,1965-01-15,M,1987-05-18,1995-05-18,40000
d001,215843,Pramod,Loncour,Senior Staff,1965-01-30,F,1993-03-30,9999-01-01,47164
d001,215843,Pramod,Loncour,Staff,1965-01-30,F,1987-03-31,1993-03-30,47164
d008,216054,Sahrah,Angiulli,Senior Staff,1965-01-24,M,1991-07-31,9999-01-01,40000
